SiteCode|Year|paramDB|paramWeb|paramDisplayLabel
AFO|2022|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2021|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2020|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2019|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2018|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2017|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2016|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2015|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2014|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2013|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2012|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2011|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2010|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2009|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2008|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2007|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2006|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2005|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2004|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2003|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2002|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2001|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2000|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|1999|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|1998|FLOW, RIVER DISCHARGE|Flow|Flow
AFO|2022|RIVER STAGE|RiverStage|Stage
AFO|2021|RIVER STAGE|RiverStage|Stage
AFO|2020|RIVER STAGE|RiverStage|Stage
AFO|2019|RIVER STAGE|RiverStage|Stage
AFO|2018|RIVER STAGE|RiverStage|Stage
AFO|2017|RIVER STAGE|RiverStage|Stage
AFO|2016|RIVER STAGE|RiverStage|Stage
AFO|2015|RIVER STAGE|RiverStage|Stage
AFO|2014|RIVER STAGE|RiverStage|Stage
AFO|2013|RIVER STAGE|RiverStage|Stage
AFO|2012|RIVER STAGE|RiverStage|Stage
AFO|2011|RIVER STAGE|RiverStage|Stage
AFO|2010|RIVER STAGE|RiverStage|Stage
AFO|2009|RIVER STAGE|RiverStage|Stage
AFO|2008|RIVER STAGE|RiverStage|Stage
AFO|2007|RIVER STAGE|RiverStage|Stage
AFO|2006|RIVER STAGE|RiverStage|Stage
AFO|2005|RIVER STAGE|RiverStage|Stage
AFO|2004|RIVER STAGE|RiverStage|Stage
AFO|2003|RIVER STAGE|RiverStage|Stage
AFO|2002|RIVER STAGE|RiverStage|Stage
AFO|2001|RIVER STAGE|RiverStage|Stage
AFO|2000|RIVER STAGE|RiverStage|Stage
AFO|1999|RIVER STAGE|RiverStage|Stage
AFO|1998|RIVER STAGE|RiverStage|Stage
AFO|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFO|1998|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AFD|1998|TEMPERATURE, WATER|WaterTemperature|Water Temperature
FOL|2022|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2021|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2020|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2019|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2018|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2017|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2016|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2015|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2014|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2013|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2012|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2011|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2010|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2009|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2008|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2007|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2006|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2005|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2004|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2003|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2002|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2001|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2000|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1999|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1998|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1997|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1996|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1995|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1994|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1993|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1992|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1991|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1990|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1989|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1988|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1987|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1986|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|1985|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
FOL|2022|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2021|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2020|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2019|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2018|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2017|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2016|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2015|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2014|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2013|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2012|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2011|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2010|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2009|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2008|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2007|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2006|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2005|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2004|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2003|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2002|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2001|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2000|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1999|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1998|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1997|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1996|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1995|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1994|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1993|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1992|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1991|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1990|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1989|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1988|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|1987|RESERVOIR OUTFLOW|ReservoirOutflow|Reservoir Flow
FOL|2022|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2021|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2020|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2019|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2018|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2017|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2016|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2015|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2014|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2013|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2012|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2011|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2010|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2009|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2008|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2007|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2006|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2005|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2004|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2003|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2002|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2001|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2000|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1999|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1998|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1997|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1996|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1995|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1994|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1993|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1992|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1991|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1990|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1989|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1988|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1987|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1986|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|1985|RESERVOIR STORAGE|ReservoirStorage|Reservoir Storage
FOL|2022|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2021|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2020|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2019|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2018|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2017|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2016|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2014|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2013|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2012|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2011|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2010|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2009|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2007|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2006|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2005|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2004|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2003|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2002|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2000|DISCHARGE, SPILLWAY|SpillwayDischarge|Spillway Discharge
FOL|2021|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2020|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2019|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2018|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2017|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2016|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2015|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2014|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2013|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2012|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2011|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2010|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2009|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2008|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2007|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2006|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2005|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2004|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2003|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2002|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2001|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2000|DISCHARGE,CONTROL REGULATING|ControlRegulatingDischarge|Control Regulating Discharge
FOL|2022|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2021|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2020|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2019|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2018|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2017|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2016|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2015|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2014|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2013|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2012|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2011|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2010|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2009|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2008|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2007|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2006|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2005|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2004|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2003|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2002|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2001|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2000|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|1999|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|1998|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|1997|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|1996|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|1995|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|1990|DISCHARGE, PUMPING|PumpingDischarge|Pumping Discharge
FOL|2022|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2021|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2020|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2019|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2018|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2017|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2016|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2015|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2014|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2013|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2012|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2011|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2010|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2009|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2008|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2007|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2006|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2005|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2004|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2003|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2002|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2001|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|2000|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1999|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1998|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1997|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1996|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1995|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1994|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1993|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
FOL|1990|RESERVOIR INFLOW|ReservoirInflow|Reservoir Inflow
AHZ|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AHZ|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWB|1998|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
AWP|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
NAT|2022|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
NAT|2021|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
NAT|2020|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
NAT|2019|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
NAT|2018|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
NAT|2017|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
NAT|2016|RESERVOIR ELEVATION|ReservoirElevation|Reservoir Elevation
