SiteCode|Year|paramDB|paramWeb|paramDisplayLabel
BNF|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BNF|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BNF|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2022|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2021|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2020|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2019|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2018|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2017|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2016|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2015|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2014|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2013|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2012|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2011|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2010|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2009|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2008|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2007|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2006|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2005|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2004|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2003|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2002|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2001|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2000|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1999|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1998|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1997|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1996|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1995|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1994|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1993|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1992|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1991|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1990|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1989|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1988|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1987|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1986|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1985|FLOW, RIVER DISCHARGE|Flow|Flow
BND|1984|FLOW, RIVER DISCHARGE|Flow|Flow
BND|2022|RIVER STAGE|RiverStage|Stage
BND|2021|RIVER STAGE|RiverStage|Stage
BND|2020|RIVER STAGE|RiverStage|Stage
BND|2019|RIVER STAGE|RiverStage|Stage
BND|2018|RIVER STAGE|RiverStage|Stage
BND|2017|RIVER STAGE|RiverStage|Stage
BND|2016|RIVER STAGE|RiverStage|Stage
BND|2015|RIVER STAGE|RiverStage|Stage
BND|2014|RIVER STAGE|RiverStage|Stage
BND|2013|RIVER STAGE|RiverStage|Stage
BND|2012|RIVER STAGE|RiverStage|Stage
BND|2011|RIVER STAGE|RiverStage|Stage
BND|2010|RIVER STAGE|RiverStage|Stage
BND|2009|RIVER STAGE|RiverStage|Stage
BND|2008|RIVER STAGE|RiverStage|Stage
BND|2007|RIVER STAGE|RiverStage|Stage
BND|2006|RIVER STAGE|RiverStage|Stage
BND|2005|RIVER STAGE|RiverStage|Stage
BND|2004|RIVER STAGE|RiverStage|Stage
BND|2003|RIVER STAGE|RiverStage|Stage
BND|2002|RIVER STAGE|RiverStage|Stage
BND|2001|RIVER STAGE|RiverStage|Stage
BND|2000|RIVER STAGE|RiverStage|Stage
BND|1999|RIVER STAGE|RiverStage|Stage
BND|1998|RIVER STAGE|RiverStage|Stage
BND|1997|RIVER STAGE|RiverStage|Stage
BND|1996|RIVER STAGE|RiverStage|Stage
BND|1995|RIVER STAGE|RiverStage|Stage
BND|1994|RIVER STAGE|RiverStage|Stage
BND|1993|RIVER STAGE|RiverStage|Stage
BND|1992|RIVER STAGE|RiverStage|Stage
BND|1991|RIVER STAGE|RiverStage|Stage
BND|1990|RIVER STAGE|RiverStage|Stage
BND|1989|RIVER STAGE|RiverStage|Stage
BND|1988|RIVER STAGE|RiverStage|Stage
BND|1987|RIVER STAGE|RiverStage|Stage
BND|1986|RIVER STAGE|RiverStage|Stage
BND|1985|RIVER STAGE|RiverStage|Stage
BND|1984|RIVER STAGE|RiverStage|Stage
BND|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1998|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1997|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1996|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1995|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1994|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1993|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1990|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|1989|TEMPERATURE, WATER|WaterTemperature|Water Temperature
BND|2022|WATER, TURBIDITY|Turbidity|
BND|2021|WATER, TURBIDITY|Turbidity|
BND|2020|WATER, TURBIDITY|Turbidity|
BND|2019|WATER, TURBIDITY|Turbidity|
BND|2018|WATER, TURBIDITY|Turbidity|
BND|2017|WATER, TURBIDITY|Turbidity|
BND|2016|WATER, TURBIDITY|Turbidity|
BND|2015|WATER, TURBIDITY|Turbidity|
BND|2014|WATER, TURBIDITY|Turbidity|
BND|2013|WATER, TURBIDITY|Turbidity|
BND|2012|WATER, TURBIDITY|Turbidity|
BND|2011|WATER, TURBIDITY|Turbidity|
BND|2010|WATER, TURBIDITY|Turbidity|
BND|2009|WATER, TURBIDITY|Turbidity|
BND|2008|WATER, TURBIDITY|Turbidity|
BND|2007|WATER, TURBIDITY|Turbidity|
BND|2006|WATER, TURBIDITY|Turbidity|
BND|2005|WATER, TURBIDITY|Turbidity|
BND|2004|WATER, TURBIDITY|Turbidity|
BND|2003|WATER, TURBIDITY|Turbidity|
BND|2002|WATER, TURBIDITY|Turbidity|
BND|2001|WATER, TURBIDITY|Turbidity|
BND|2000|WATER, TURBIDITY|Turbidity|
BND|1999|WATER, TURBIDITY|Turbidity|
BND|1998|WATER, TURBIDITY|Turbidity|
BND|1997|WATER, TURBIDITY|Turbidity|
BND|1996|WATER, TURBIDITY|Turbidity|
BND|1995|WATER, TURBIDITY|Turbidity|
BND|1994|WATER, TURBIDITY|Turbidity|
BND|1993|WATER, TURBIDITY|Turbidity|
BND|1990|WATER, TURBIDITY|Turbidity|
BND|1989|WATER, TURBIDITY|Turbidity|
BND|2022|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2021|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2020|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2019|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2018|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2017|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2016|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2015|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2014|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2013|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2012|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2011|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2010|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2009|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2008|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2007|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2006|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2005|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2004|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2003|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2002|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2001|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|2000|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1999|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1998|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1997|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1996|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1995|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1994|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1993|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1990|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BND|1989|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
BTC|2022|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2021|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2020|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2019|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2018|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2017|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2016|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2015|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2014|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2013|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2012|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2011|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2010|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2009|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2008|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2007|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2006|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2005|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2004|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2003|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2002|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2001|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2000|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|1999|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|1998|FLOW, RIVER DISCHARGE|Flow|Flow
BTC|2022|RIVER STAGE|RiverStage|Stage
BTC|2021|RIVER STAGE|RiverStage|Stage
BTC|2020|RIVER STAGE|RiverStage|Stage
BTC|2019|RIVER STAGE|RiverStage|Stage
BTC|2018|RIVER STAGE|RiverStage|Stage
BTC|2017|RIVER STAGE|RiverStage|Stage
BTC|2016|RIVER STAGE|RiverStage|Stage
BTC|2015|RIVER STAGE|RiverStage|Stage
BTC|2014|RIVER STAGE|RiverStage|Stage
BTC|2013|RIVER STAGE|RiverStage|Stage
BTC|2012|RIVER STAGE|RiverStage|Stage
BTC|2011|RIVER STAGE|RiverStage|Stage
BTC|2010|RIVER STAGE|RiverStage|Stage
BTC|2009|RIVER STAGE|RiverStage|Stage
BTC|2008|RIVER STAGE|RiverStage|Stage
BTC|2007|RIVER STAGE|RiverStage|Stage
BTC|2006|RIVER STAGE|RiverStage|Stage
BTC|2005|RIVER STAGE|RiverStage|Stage
BTC|2004|RIVER STAGE|RiverStage|Stage
BTC|2003|RIVER STAGE|RiverStage|Stage
BTC|2002|RIVER STAGE|RiverStage|Stage
BTC|2001|RIVER STAGE|RiverStage|Stage
BTC|2000|RIVER STAGE|RiverStage|Stage
BTC|1999|RIVER STAGE|RiverStage|Stage
BTC|1998|RIVER STAGE|RiverStage|Stage
BTC|1997|RIVER STAGE|RiverStage|Stage
BTC|1996|RIVER STAGE|RiverStage|Stage
CCR|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|1998|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|1997|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CCR|2022|WATER, TURBIDITY|Turbidity|
CCR|2021|WATER, TURBIDITY|Turbidity|
CCR|2020|WATER, TURBIDITY|Turbidity|
CCR|2019|WATER, TURBIDITY|Turbidity|
CCR|2018|WATER, TURBIDITY|Turbidity|
CCR|2017|WATER, TURBIDITY|Turbidity|
CCR|2016|WATER, TURBIDITY|Turbidity|
CCR|2015|WATER, TURBIDITY|Turbidity|
CCR|2014|WATER, TURBIDITY|Turbidity|
CCR|2013|WATER, TURBIDITY|Turbidity|
CCR|2012|WATER, TURBIDITY|Turbidity|
CCR|2011|WATER, TURBIDITY|Turbidity|
CCR|2010|WATER, TURBIDITY|Turbidity|
CCR|2009|WATER, TURBIDITY|Turbidity|
CCR|2008|WATER, TURBIDITY|Turbidity|
CCR|2007|WATER, TURBIDITY|Turbidity|
CCR|2006|WATER, TURBIDITY|Turbidity|
CCR|2005|WATER, TURBIDITY|Turbidity|
CCR|2004|WATER, TURBIDITY|Turbidity|
CCR|2003|WATER, TURBIDITY|Turbidity|
CCR|2002|WATER, TURBIDITY|Turbidity|
CCR|2001|WATER, TURBIDITY|Turbidity|
CCR|2000|WATER, TURBIDITY|Turbidity|
CCR|1999|WATER, TURBIDITY|Turbidity|
CCR|1998|WATER, TURBIDITY|Turbidity|
CCR|2022|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2021|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2020|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2019|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2018|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2017|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2016|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2015|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2014|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2013|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2012|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2011|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2010|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2009|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2008|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2007|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2006|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2005|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2004|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2003|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2002|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2001|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|2000|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|1999|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
CCR|1998|WATER, DISSOLVED OXYGEN|DissolvedOxygen|Dissolved Oxygen
IGO|2022|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2021|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2020|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2019|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2018|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2017|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2016|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2015|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2014|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2013|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2012|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2011|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2010|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2009|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2008|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2007|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2006|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2005|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2004|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2003|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2002|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2001|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2000|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|1999|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|1998|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|1997|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|1996|FLOW, RIVER DISCHARGE|Flow|Flow
IGO|2022|RIVER STAGE|RiverStage|Stage
IGO|2021|RIVER STAGE|RiverStage|Stage
IGO|2020|RIVER STAGE|RiverStage|Stage
IGO|2019|RIVER STAGE|RiverStage|Stage
IGO|2018|RIVER STAGE|RiverStage|Stage
IGO|2017|RIVER STAGE|RiverStage|Stage
IGO|2016|RIVER STAGE|RiverStage|Stage
IGO|2015|RIVER STAGE|RiverStage|Stage
IGO|2014|RIVER STAGE|RiverStage|Stage
IGO|2013|RIVER STAGE|RiverStage|Stage
IGO|2012|RIVER STAGE|RiverStage|Stage
IGO|2011|RIVER STAGE|RiverStage|Stage
IGO|2010|RIVER STAGE|RiverStage|Stage
IGO|2009|RIVER STAGE|RiverStage|Stage
IGO|2008|RIVER STAGE|RiverStage|Stage
IGO|2007|RIVER STAGE|RiverStage|Stage
IGO|2006|RIVER STAGE|RiverStage|Stage
IGO|2005|RIVER STAGE|RiverStage|Stage
IGO|2004|RIVER STAGE|RiverStage|Stage
IGO|2003|RIVER STAGE|RiverStage|Stage
IGO|2002|RIVER STAGE|RiverStage|Stage
IGO|2001|RIVER STAGE|RiverStage|Stage
IGO|2000|RIVER STAGE|RiverStage|Stage
IGO|1999|RIVER STAGE|RiverStage|Stage
IGO|1998|RIVER STAGE|RiverStage|Stage
IGO|1997|RIVER STAGE|RiverStage|Stage
IGO|1996|RIVER STAGE|RiverStage|Stage
IGO|2022|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2021|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2020|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2019|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2018|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2017|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2016|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2015|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2014|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2013|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2012|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2011|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2010|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2009|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2008|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2007|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2006|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2005|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2004|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2003|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2002|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2001|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|2000|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|1999|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|1998|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|1997|TEMPERATURE, WATER|WaterTemperature|Water Temperature
IGO|1996|TEMPERATURE, WATER|WaterTemperature|Water Temperature
CLW|2019|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2018|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2017|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2016|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2015|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2014|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2012|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2011|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2010|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2009|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2008|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2007|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2006|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2005|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2004|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2003|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2002|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2001|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2000|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|1999|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|1998|FLOW, RIVER DISCHARGE|Flow|Flow
CLW|2019|RIVER STAGE|RiverStage|Stage
CLW|2018|RIVER STAGE|RiverStage|Stage
CLW|2017|RIVER STAGE|RiverStage|Stage
CLW|2016|RIVER STAGE|RiverStage|Stage
CLW|2015|RIVER STAGE|RiverStage|Stage
CLW|2014|RIVER STAGE|RiverStage|Stage
CLW|2012|RIVER STAGE|RiverStage|Stage
CLW|2011|RIVER STAGE|RiverStage|Stage
CLW|2010|RIVER STAGE|RiverStage|Stage
CLW|2009|RIVER STAGE|RiverStage|Stage
CLW|2008|RIVER STAGE|RiverStage|Stage
CLW|2007|RIVER STAGE|RiverStage|Stage
CLW|2006|RIVER STAGE|RiverStage|Stage
CLW|2005|RIVER STAGE|RiverStage|Stage
CLW|2004|RIVER STAGE|RiverStage|Stage
CLW|2003|RIVER STAGE|RiverStage|Stage
CLW|2002|RIVER STAGE|RiverStage|Stage
CLW|2001|RIVER STAGE|RiverStage|Stage
CLW|2000|RIVER STAGE|RiverStage|Stage
CLW|1999|RIVER STAGE|RiverStage|Stage
CLW|1998|RIVER STAGE|RiverStage|Stage
CLW|1997|RIVER STAGE|RiverStage|Stage
COL|2022|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2021|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2020|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2019|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2018|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2017|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2016|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2015|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2014|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2013|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2012|FLOW, RIVER DISCHARGE|Flow|Flow
COL|2011|FLOW, RIVER DISCHARGE|Flow|Flow
