SiteCode	Year	paramDB	paramWeb	paramDisplayLabel	onlineNames	onlineData
NAT	2019	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2018	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2017	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2016	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2015	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2014	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2013	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2012	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2011	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2010	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2009	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2008	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2007	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2006	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2005	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2004	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2003	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2002	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2001	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	2000	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1999	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1998	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1997	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1996	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1995	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1994	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1993	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1992	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1991	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1990	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1989	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1988	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1987	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1986	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
NAT	1985	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2022	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2021	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2020	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2019	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2018	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2017	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2016	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2015	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2014	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2013	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2012	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2011	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2010	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2009	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2008	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2007	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2006	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2005	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2004	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2003	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2002	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2001	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	2000	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1999	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1998	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1997	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1996	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1995	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1994	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1993	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1992	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1991	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1990	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1989	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1988	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1987	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1986	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1985	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
ORO	1984	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2022	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2021	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2020	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2019	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2018	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2017	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2016	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2015	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2014	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2013	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2012	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2011	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2010	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2009	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2008	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2007	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2006	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2005	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2004	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2003	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2002	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2001	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	2000	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1999	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1998	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1997	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1996	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1995	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1994	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1993	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1992	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1991	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1990	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1989	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1988	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1987	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1986	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
KES	1985	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2022	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2021	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2020	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2019	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2018	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2017	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2016	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2015	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2014	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2013	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2012	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2011	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2010	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2009	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2008	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2007	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2006	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2005	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2004	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2003	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2002	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2001	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	2000	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1999	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1998	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1997	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1996	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1995	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1994	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1993	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1992	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1991	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1990	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1989	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1988	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1987	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
SHA	1985	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2022	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2021	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2020	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2019	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2018	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2017	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2016	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2015	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2014	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2013	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2012	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2011	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2010	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2009	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2008	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2007	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2006	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2005	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2004	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2003	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2002	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2001	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	2000	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1999	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1998	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1997	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1996	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1995	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1994	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1993	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1992	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1991	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1990	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1989	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1988	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1987	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1986	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
WHI	1985	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2022	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2021	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2020	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2019	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2018	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2017	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2016	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2015	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2014	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2013	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2012	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2011	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2010	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2009	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2008	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2007	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2006	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2005	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2004	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2003	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2002	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2001	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	2000	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	1999	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	1998	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
MIL	1997	RESERVOIR STORAGE	ReservoirStorage	Reservoir Storage	Reservoir Storage (AF)	1
